 it is,Year,Description,Category,Product Code,Product Code Type,Label/Brand,Vendor,Rating Version,Local,Local Description,Fair,Fair Description,Ecological,Ecological Description,Humane,Humane Description,Disqualifier,Disqualifier Description,Cost,Notes,Facility
1,2013,SYRUP CARAMEL SF,grocery,2021,unknown,DA VI,KERRY FOODSERVICE,1,no,,no,,no,,na,,yes,Contains Caramel Coloring,80.71,,UW Housing and Food Services
1,2013,Trid Xtra Care Peppermnt,grocery,722077,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),80.71,,UW Housing and Food Services
1,2013,Up2u Berry Watermln Mint,grocery,723481,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),80.71,,UW Housing and Food Services
1,2013,"TORTILLA FLOUR 13" WHEAT NTF""ORTILLA FL",grocery,41924,unknown,RIO 1,RESERS FINE FOODS INC###,1,no,,no,,no,,na,,no,,80.29,,UW Housing and Food Services
1,2013,14 oz Sorbet,grocery,,unknown,Haagen-Dazs,NESTLE,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),80.16,3/4 flavors contain corn syrup,UW Housing and Food Services
1,2013,Fiji Artesian Water 4-6/500ml PET - 6 Packs,beverages,,unknown,,EK Beverages,1,no,,no,,no,,na,,no,,80,,UW Housing and Food Services
1,2013,Chex Mix Swt Slt Crml,grocery,1003684,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Partially Hydrogenated Oil (trans fats),79.9,,UW Housing and Food Services
1,2013,CABBAGE SHRED W/SEP COLOR,produce,,unknown,TAYLOR FARM#-SNOBO,AMERIFRESH,1,no,,no,,no,,na,,no,,79.83,,UW Housing and Food Services
1,2013,'Packer Wasabe Peas (Bulk)',grocery,,unknown,,Merlino,1,no,,no,,no,,na,,no,,79.65,,UW Housing and Food Services
1,2013,'Packer Chinese A Grade Pinenuts',grocery,,unknown,,Merlino,1,no,,no,,no,,na,,no,,79.6,,UW Housing and Food Services
1,2013,GGE Ramen Snack BBQ Cube,grocery,5840021,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),78.97,,UW Housing and Food Services
1,2013,'Simex Banana Leaves (Frozen)',grocery,,unknown,,Merlino,1,no,,no,,no,,na,,no,,78.63,,UW Housing and Food Services
1,2013,Twizzler Straw King C/U,grocery,922348,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),78.57,,UW Housing and Food Services
1,2013,Twizzler Strawberry King,grocery,922216,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),78.55,,UW Housing and Food Services
1,2013,Borden Pepper Jack Snack Bars,grocery,7000001,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Concentrated Animal Feeding Operation (CAFO),78.54,,UW Housing and Food Services
1,2013,DRESSING ITALIAN,grocery,4100000615,unknown,WISHB,DOT FOODS INC,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),78.2,CONTAINS SOY,UW Housing and Food Services
1,2013,SPICE GARLIC GRANULATED,grocery,10940,unknown,CUSEC,ACH FOOD COMPANIES INC,1,no,,no,,no,,na,,no,,77.77,,UW Housing and Food Services
1,2013,Uncle Bens Brown Rice 14z,grocery,5807795,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,no,,77.76,,UW Housing and Food Services
1,2013,1-24 LM STRAW CREAM,grocery,,unknown,,Transcold,1,no,,no,,no,,na,,no,,77.75,,UW Housing and Food Services
1,2013,SAUCE CHEESE NACHO,grocery,4149327991,unknown,RIO 1,BAY VALLEY FDS/AMBOY###,1,no,,no,,no,,na,,no,,77.74,Could not find any nutritional information,UW Housing and Food Services
1,2013,RASPBERRIES RED IQF NW,produce,48311,unknown,FSA02,CONTINENTAL FOOD SALES,1,no,,no,,no,,na,,no,,77.57,,UW Housing and Food Services
1,2013,Dav Reg  5.25z Snfl Seed,grocery,981690,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,no,,77.57,,UW Housing and Food Services
1,2013,Borden String Cheese,grocery,7000003,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Concentrated Animal Feeding Operation (CAFO),77.55,,UW Housing and Food Services
1,2013,COFFEE DECAF GRD HSE BLND,teacoffee,150802,unknown,TULLY,GREEN MOUNTAIN COFFEE,1,no,,no,,no,,na,,no,,77.5,,UW Housing and Food Services
1,2013,"MUSHROOM,CRIMINI(BROWN)RANDOM",produce,016-02116,unknown,,Charlie's Produce,1,no,,no,,no,,na,,no,,548.5,,UW Housing and Food Services
1,2013,"PEACH, FREES IQF",grocery,1374487,unknown,,US Foodservice,1,no,,no,,no,,na,,no,,544.32,,UW Housing and Food Services
1,2013,FLATBREAD 6.75X12.5 SUBWAY,grocery,949904,unknown,,Food Services Inc. - Subway,1,no,,no,,no,,na,,no,,543.78,,UW Housing and Food Services
1,2013,"Tortilla Flour 10" Mission""ortilla ",grocery,3490163,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),543.72,,UW Housing and Food Services
1,2013,Wonderful Pistachios HB,grocery,980012,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,no,,543.2,,UW Housing and Food Services
1,2013,Jones Green Apple 12/12oz LN,beverages,,unknown,,EK Beverages,1,no,,no,,no,,na,,yes,"Blue #2, Green #3, Red #3, Yellow #5, Yellow #6",538.56,,UW Housing and Food Services
1,2013,FRESHENS KIWI LIME SYRUP,grocery,7885734,unknown,,US Foodservice,1,no,,no,,no,,na,,no,,537.18,,UW Housing and Food Services
1,2013,PASTA FARFALLE BOWTIE NTF,grocery,440065,unknown,Barilla,DOT FOODS INC,1,no,,no,,no,,na,,no,,536.9,,UW Housing and Food Services
1,2013,TOMATOES ROMA 25# PAGLIACCI,produce,,unknown,,Pacific Coast Fruit Company,1,no,,no,,no,,na,,no,,536.5,,UW Housing and Food Services
1,2013,COFFEE DECAF GRD HSE BLND,teacoffee,150805,unknown,TULLY,GREEN MOUNTAIN COFFEE,1,no,,no,,no,,na,,no,,529.33,,UW Housing and Food Services
1,2013,CRACKER GOLDFISH CHS NTF,grocery,7944,unknown,PEPP,CAMPBELL FOODSERVICE COMP,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),529,,UW Housing and Food Services
1,2013,Umpq Oats R U Nuts?,grocery,9300049,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,no,,525.12,,UW Housing and Food Services
1,2013,Devils Food Cake W/ Choc. 8 Inch 2 Layer - Slice,baked,,unknown,,PCC Bakery,1,no,,no,,no,,na,,no,,522,"Would be useful to have vedor for this product, access to all ingredients and their proximity to UW",UW Housing and Food Services
1,2013,Devils Food Cake W/ Van. 8 Inch 2 Layer - Slice,baked,,unknown,,PCC Bakery,1,no,,no,,no,,na,,no,,522,"Would be useful to have vedor for this product, access to all ingredients and their proximity to UW",UW Housing and Food Services
1,2013,Sauce Cheese Nacho,grocery,5000096962,unknown,Chefm,NESTLE PROFESSIONAL,1,no,,no,,no,,na,,yes,"Blue #2, Green #3, Red #3, Yellow #5, Yellow #6",521.3,"Yellow 5, 6 and Soy",UW Housing and Food Services
1,2013,Chunky Mw Bowl Chic Nodle,grocery,4220051,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),520.52,,UW Housing and Food Services
1,2013,NUT PECAN PCS LRG FCY,grocery,27110,unknown,SIG5,DOT FOODS INC,1,no,,no,,no,,na,,no,,516.68,,UW Housing and Food Services
1,2013,Snapple Diet Peach Tea 4/6/16oz Glass,beverages,,unknown,,EK Beverages,1,no,,no,,no,,na,,no,,511,,UW Housing and Food Services
1,2013,PT B&J NY SUPER FUDGE CHNK,grocery,,unknown,,Transcold,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),510.66,Soy Lecithin,UW Housing and Food Services
1,2013,PT B&J GY STRAW SHORTCAKE,grocery,,unknown,,Transcold,1,no,,no,,no,,na,,no,,510.66,,UW Housing and Food Services
1,2013,SYRUP RASP,grocery,4,unknown,DA VI,KERRY FOODSERVICE,1,no,,no,,no,,na,,no,,510.38,,UW Housing and Food Services
1,2013,Kasha Bars,baked,,unknown,,PCC Bakery,1,no,,no,,no,,na,,no,,510,"Would be useful to have vedor for this product, access to all ingredients and their proximity to UW",UW Housing and Food Services
1,2013,Haribo Happy Cola 5z,grocery,1041551,unknown,Haribo,Harbor Wholesale,1,no,,no,,no,,na,,no,,504.58,,UW Housing and Food Services
1,2013,Chocolate Chip Cookie,baked,,unknown,,Flying Apron Bakery,1,no,,no,,no,,na,,no,,503.87,"Brown rice flour was eco-farmed, but this can't count for ecological",UW Housing and Food Services
1,2013,VEG PTY 3.4Z,grocery,8405900006,unknown,GARDEIN,DOT FROZEN FOODS INC,1,no,,no,,no,,na,,no,,501.07,NON GMO CERTIFIED,UW Housing and Food Services
1,2013,Fruit Natural Cup Tropical,grocery,3930091,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,no,,500.94,,UW Housing and Food Services
1,2013,SPICE GARLIC GRANULATED BULK,grocery,10941,unknown,CUSEC,ACH FOOD COMPANIES INC,1,no,,no,,no,,na,,no,,498.12,,UW Housing and Food Services
1,2013,CUCUMBER SUBWAY,produce,905142,unknown,,Food Services Inc. - Subway,1,no,,no,,no,,na,,no,,498.09,,UW Housing and Food Services
1,2013,GM Cinn Toast Crunch 12.26z,grocery,6100014,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),496.37,,UW Housing and Food Services
1,2013,RICE BROWN,grocery,RIC060,unknown,HO MA,GOLDEN PHEASANT FOODS LLC,1,no,,no,,no,,na,,no,,495.91,,UW Housing and Food Services
1,2013,Chex Mix Traditional,grocery,1003641,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Partially Hydrogenated Oil (trans fats),495.38,,UW Housing and Food Services
1,2013,Fiji Artesian Water 12/1L PET,beverages,,unknown,,EK Beverages,1,no,,no,,no,,na,,no,,495,,UW Housing and Food Services
1,2013,Coconut Custard Cake,baked,,unknown,,PCC Bakery,1,no,,no,,no,,na,,no,,493,"Would be useful to have vedor for this product, access to all ingredients and their proximity to UW",UW Housing and Food Services
1,2013,Vanilla Cake W/Van 8 Inch2 Layer - Slice,baked,,unknown,,PCC Bakery,1,no,,no,,no,,na,,no,,493,"Would be useful to have vedor for this product, access to all ingredients and their proximity to UW",UW Housing and Food Services
1,2013,'Traina Apples Dried',grocery,,unknown,,Merlino,1,no,,no,,no,,na,,no,,486.85,,UW Housing and Food Services
1,2013,'Cal Sun Diced Red Pepper (Cases Sale Only)',grocery,,unknown,,Merlino,1,no,,no,,no,,na,,no,,486.6,,UW Housing and Food Services
1,2013,Trident Vp Spearmint,grocery,720206,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),484.55,,UW Housing and Food Services
1,2013,Nantucket Cranberry 24/16oz Glass,beverages,,unknown,,EK Beverages,1,no,,no,,no,,na,,no,,484.5,,UW Housing and Food Services
1,2013,Nantucket Peach Orange 100% Juice 24/16oz Glass,beverages,,unknown,,EK Beverages,1,no,,no,,no,,na,,no,,484.5,,UW Housing and Food Services
1,2013,PASTA GNOCCHI POTATO,grocery,24327,unknown,WASH,JOSEPHS GOURMET PASTA,1,no,,no,,no,,na,,no,,484.44,FROM MA - NO SIGN OF REAL FOOD,UW Housing and Food Services
1,2013,PT B&J GY RASP FUDGE CHUNK,grocery,,unknown,,Transcold,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),482.29,Soy Lecithin,UW Housing and Food Services
1,2013,SUGAR GRANULATED,grocery,404720,unknown,C&H,DOMINO FOODS/C&H####,1,no,,no,,no,,na,,no,,481.83,,UW Housing and Food Services
1,2013,BEANS PINTO FCY,grocery,13460,unknown,SIG5,FURMANO FOODS,1,no,,no,,no,,na,,no,,481.82,,UW Housing and Food Services
1,2013,Nbc Teddy Grahams Choc,grocery,5903232,unknown,Nabisco,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains high fructose corn syrup,481.5,,UW Housing and Food Services
1,2013,NUT PISTACHIOS SALTED,grocery,,unknown,NWDEL,NATURE'S WORLD LLC,1,no,,no,,no,,na,,no,,481.2,,UW Housing and Food Services
1,2013,CITRUS C MONSTER 12OZ,grocery,,unknown,,Odwalla,1,no,,no,,no,,na,,no,,481,,UW Housing and Food Services
1,2013,Kind Peanut Butter Strawberry,grocery,910008,unknown,Kind Bar,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),480.82,not real,UW Housing and Food Services
1,2013,MANGO DRD,grocery,,unknown,NWDEL,NATURE'S WORLD LLC,1,no,,no,,no,,na,,no,,480.74,,UW Housing and Food Services
1,2013,SAUCE BBQ DIP CUP,grocery,26,unknown,CHEMA,DIAMOND CRYSTAL BRANDS###,1,no,,no,,no,,na,,no,,480.28,Couldn't find ingredients,UW Housing and Food Services
1,2013,BROWNIE MIX TRIPLE CHOC  NTF,grocery,732-6116,unknown,GHIRA,CONTINENTAL MILLS INC,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),479.07,,UW Housing and Food Services
1,2013,JUICE LMNADE 15% 5/1,grocery,6925,unknown,FSA02,LEMON-X FRZ #####,1,no,,no,,no,,na,,no,,478.8,,UW Housing and Food Services
1,2013,L&W Empty Steam Bun',grocery,,unknown,,Merlino,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),478.72,,UW Housing and Food Services
1,2013,Swedish Ass't Fish 5z Hb,grocery,1042376,unknown,Swedish Fish,Harbor Wholesale,1,no,,no,,no,,na,,yes,"Blue #2, Green #3, Red #3, Yellow #5, Yellow #6",478.59,,UW Housing and Food Services
1,2013,SYRUP VANILLA ALL NATL,grocery,901,unknown,DA VI,KERRY FOODSERVICE,1,no,,no,,no,,na,,no,,471.98,,UW Housing and Food Services
1,2013,BK GH STRAW SHORTCAKE,grocery,,unknown,,Transcold,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),471.96,soy,UW Housing and Food Services
1,2013,Peanut Butter Joy,baked,,unknown,,Flying Apron Bakery,1,no,,no,,no,,na,,no,,471.86,"Brown rice flour was eco-farmed, but this can't count for ecological",UW Housing and Food Services
1,2013,Gm Cheerios 14z Cereal,grocery,6100691,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),468.48,,UW Housing and Food Services
1,2013,Jelly Belly Asst Box,grocery,1060000,unknown,Jelly Belly,Harbor Wholesale,1,no,,no,,no,,na,,yes,,466.6,,UW Housing and Food Services
1,2013,Nantucket PEAR Pom. 20/17.5oz Glass,beverages,,unknown,,EK Beverages,1,no,,no,,no,,na,,no,,466.4,,UW Housing and Food Services
1,2013,Chocolate Mousse Cake,baked,,unknown,,PCC Bakery,1,no,,no,,no,,na,,no,,464,"Would be useful to have vedor for this product, access to all ingredients and their proximity to UW",UW Housing and Food Services
1,2013,Clif Bar Blk Cherry Almond,grocery,910581,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),463.32,,UW Housing and Food Services
1,2013,CARROTS MINI PEELED,produce,,unknown,,AF FRESNO CARROTS,1,no,,no,,no,,na,,no,,461.82,,UW Housing and Food Services
1,2013,PEANUT BUTR CRMY,grocery,27257,unknown,SIG5,CARRIAGE HOUSE COMPANIES,1,no,,no,,no,,na,,no,,461.7,,UW Housing and Food Services
1,2013,SPICE GINGER GRD,grocery,16851,unknown,LOTUS,ACH FOOD COMPANIES INC,1,no,,no,,no,,na,,no,,457.99,,UW Housing and Food Services
1,2013,OLIVES KALAMATA PITTED,produce,71778,unknown,ROLAN,AMERICAN ROLAND FOOD CORP,1,no,,no,,no,,na,,no,,456.63,,UW Housing and Food Services
1,2013,CEREAL GRANOLA W/RSN LF,grocery,3800013791,unknown,KELLO,KELLOGGS FAFH ####,1,no,,no,,no,,na,,no,Contains Genetically Modified Organisms (GMOs),456.6,NOT REAL - MODIFIED CORN STARCH,UW Housing and Food Services
1,2013,Snapple Noni Berry 12/16oz,beverages,,unknown,,EK Beverages,1,no,,no,,no,,na,,no,,456,,UW Housing and Food Services
1,2013,Jones Berry Lemonade 12/12oz LN,beverages,,unknown,,EK Beverages,1,no,,no,,no,,na,,no,,454.08,,UW Housing and Food Services
1,2013,Talking Rain Sparkling ICE Black Raspberry 12/17oz PET,beverages,,unknown,,EK Beverages,1,no,,no,,no,,na,,no,,453.75,,UW Housing and Food Services
1,2013,SAUCE TABASCO,grocery,29,unknown,TABAS,MCILHENNY COMPANY,1,no,,no,,no,,na,,no,,451.87,,UW Housing and Food Services
1,2013,KETCHUP,grocery,512900,unknown,HEINZ,HEINZ NO/PORTION PAC,1,no,,no,,no,,na,,yes,Contains high fructose corn syrup,450.8,HFCS,UW Housing and Food Services
1,2013,"SYRUP, STWBY PUREE PLST JUG",grocery,481085,unknown,,US Foodservice,1,no,,no,,no,,na,,no,,449.4,,UW Housing and Food Services
1,2013,NUT ALMONDS TAMARI,grocery,,unknown,NWDEL,NATURE'S WORLD LLC,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),448.2,,UW Housing and Food Services
1,2013,"TORTILLA FLOUR 12" HS NTF""ORTILLA",grocery,4149341912,unknown,RIO 1,RESERS FINE FOODS INC###,1,no,,no,,no,,na,,no,,447.95,,UW Housing and Food Services
1,2013,BREAD PITA 7 AUTHTC ORIG 3Z,grocery,2105,unknown,KRONO,KRONOS PRODUCTS INC,1,no,,no,,no,,na,,no,,447.58,,UW Housing and Food Services
1,2013,BK GH OREO CK&CREAM BAR,grocery,,unknown,,Transcold,1,no,,no,,no,,na,,yes,Contains Caramel Coloring,447.26,"caramel coloring, soy, hfcs",UW Housing and Food Services
1,2013,NUT WALNUT HALV & PCS,grocery,27112,unknown,SIG5,DOT FOODS INC,1,no,,no,,no,,na,,no,,443.5,,UW Housing and Food Services
1,2013,Pineapple Curry Fried Rice,grocery,,unknown,,Bay Laurel To Go,1,no,,no,,no,,na,,no,,441.84,,UW Housing and Food Services
1,2013,FLOUR A/P,grocery,1600014317,unknown,GOLD4,GENERAL MILLS-FLOUR,1,no,,no,,no,,na,,no,,441.42,,UW Housing and Food Services
1,2013,Overwrap Blueberry Hibiscus (50 Tea Bags),teacoffee,65441,unknown,,Republic of Tea,1,no,,no,,no,,na,,no,,439.6,No organic alternative avail.,UW Housing and Food Services
1,2013,Gard Rst Garlic Rye Chip,grocery,5842761,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Partially Hydrogenated Oil (trans fats),436.71,,UW Housing and Food Services
1,2013,Gm Cheerios Multi Grn,grocery,6100348,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),435.62,,UW Housing and Food Services
1,2013,"MUSHROOM,PETITE",produce,016-02096,unknown,,Charlie's Produce,1,no,,no,,no,,na,,no,,432.35,,UW Housing and Food Services
1,2013,Snapple Peach Mangosteen Tea 12/16oz,beverages,,unknown,,EK Beverages,1,no,,no,,no,,na,,no,,432,,UW Housing and Food Services
1,2013,Trolli 5z Britecrawler,grocery,1040300,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,no,,430.26,,UW Housing and Food Services
1,2013,'Restaurant`s Pride Canola Clear Fry (Zero Trans Fats)',grocery,,unknown,,Merlino,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),429.94,,UW Housing and Food Services
1,2013,Gm Rte Cup Hon Nut Cheerios,grocery,6100291,unknown,General Mills,Harbor Wholesale,1,no,,no,,no,,na,,no,,429.87,,UW Housing and Food Services
1,2013,Gard Reduced Fat Orig,grocery,5842791,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Partially Hydrogenated Oil (trans fats),429.78,,UW Housing and Food Services
1,2013,Talking Rain Sparkling ICE Kiwi Strawberry 12/17oz PET,beverages,,unknown,,EK Beverages,1,no,,no,,no,,na,,yes,"Blue #2, Green #3, Red #3, Yellow #5, Yellow #6",429,,UW Housing and Food Services
1,2013,RLDGLD X-XVL KETTLE/,grocery,5026053,unknown,,Frito Lay,1,no,,no,,no,,na,,no,,428.48,,UW Housing and Food Services
1,2013,PT B&J CHUNKY MONKEY,grocery,,unknown,,Transcold,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),425.55,Soy Lecithin,UW Housing and Food Services
1,2013,Arizona Diet Green Tea 12/20oz Glass,beverages,,unknown,,EK Beverages,1,no,,no,,no,,na,,no,,425,,UW Housing and Food Services
1,2013,SHRIMP P&D T/ON 26/30 RAW WHT,fish,9226,unknown,FLY 1,AQUASTAR,1,no,,no,,no,,na,,no,,424.3,,UW Housing and Food Services
1,2013,SUPER PRO 12OZ,grocery,,unknown,,Odwalla,1,no,,no,,no,,na,,no,,423,,UW Housing and Food Services
1,2013,STRAW PRO MONSTER 12OZ,grocery,,unknown,,Odwalla,1,no,,no,,no,,na,,no,,423,,UW Housing and Food Services
1,2013,Kellogg Frost Mini Wheats,grocery,6100467,unknown,Kellogs,Harbor Wholesale,1,no,,no,,no,,na,,no,,422.35,,UW Housing and Food Services
1,2013,BK GIANT VAN SANDWICH,grocery,,unknown,,Transcold,1,no,,no,,no,,na,,yes,Contains Caramel Coloring,419.9,"caramel coloring, soy, hfcs",UW Housing and Food Services
1,2013,Umeya Hana Rice Crackers,grocery,5720701,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,no,,417.78,,UW Housing and Food Services
1,2013,FRITOS X-XVL FRITOS,grocery,1026006,unknown,,Frito Lay,1,no,,no,,no,,na,,no,,413.92,,UW Housing and Food Services
1,2013,BEANS BRN SUGR VEGTRN,grocery,13553,unknown,SIG5,FURMANO FOODS,1,no,,no,,no,,na,,yes,Contains high fructose corn syrup,409.69,High fructose corn syrup,UW Housing and Food Services
1,2013,Devil's Food Mini Cupcakes W/ Pink Frosting,baked,,unknown,,PCC Bakery,1,no,,no,,no,,na,,no,,408,"Would be useful to have vedor for this product, access to all ingredients and their proximity to UW",UW Housing and Food Services
1,2013,Nantucket Pinapple Orange Guava 24/16oz Glass,beverages,,unknown,,EK Beverages,1,no,,no,,no,,na,,no,,408,,UW Housing and Food Services
1,2013,Haribo Sour S'ghetti,grocery,1043199,unknown,Haribo,Harbor Wholesale,1,no,,no,,no,,na,,yes,,405.71,,UW Housing and Food Services
1,2013,DOUGH COOKIE CHOC CHIP CH NTF,grocery,62251,unknown,HEAR9,ARYZTA/OTIS SPUNKMEYER,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),405.39,,UW Housing and Food Services
1,2013,Chobani Grk Yogurt Vanilla Nf,dairy,3510004,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,no,,404.62,,UW Housing and Food Services
1,2013,Talking Rain Sparkling ICE Orange Mango 12/17oz PET,beverages,,unknown,,EK Beverages,1,no,,no,,no,,na,,yes,"Blue #2, Green #3, Red #3, Yellow #5, Yellow #6",404.25,,UW Housing and Food Services
1,2013,PEPPER RINGS SLCD BANANA SUBWAY,produce,949592,unknown,,Food Services Inc. - Subway,1,no,,no,,no,,na,,no,,403.8,,UW Housing and Food Services
1,2013,Martinelli Sparkl Apple Jc,beverages,3920072,unknown,Martinelli,Harbor Wholesale,1,no,,no,,no,,na,,no,,402.62,,UW Housing and Food Services
1,2013,ROLL DINNER BUTTERFLAKE 1.25Z,baked,62847,unknown,HEAR9,FRANZ FAMILY BAKERIES,1,no,,no,,no,,na,,yes,Contains Partially Hydrogenated Oil (trans fats),401.94,,UW Housing and Food Services
1,2013,COCOA MIX HOT REG BULK,grocery,5000012242,unknown,NESTL,NESTLE PROFESSIONAL,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),401.58,"NON LOCAL, NON ORGANIC, CORN SYRUP, CONTAINS SOY",UW Housing and Food Services
1,2013,Overwrap-Chamomile Lemon Eco Full Leaf Bags (26),teacoffee,65316,unknown,,Republic of Tea,1,no,,no,,no,,na,,no,,400.4,No organic alternative avail.,UW Housing and Food Services
1,2013,SYRUP FRENCH VANILLA,grocery,58,unknown,DA VI,KERRY FOODSERVICE,1,no,,no,,no,,na,,no,,400.09,,UW Housing and Food Services
1,2013,SYRUP VAN,teacoffee,516267,unknown,FONTANA,STARBUCKS CORPORATION,1,no,,no,,no,,na,,yes,Contains Caramel Coloring,399.25,,UW Housing and Food Services
1,2013,Honey Nut Check Clut Fr Cereal,grocery,6100000,unknown,General Mills,Harbor Wholesale,1,no,,no,,no,,na,,no,,398.22,,UW Housing and Food Services
1,2013,Edamame,produce,204,unknown,Blue C Sushi,Blue C Sushi,1,no,,no,,no,,na,,no,,397.8,,UW Housing and Food Services
1,2013,Nbc Conv Pk Prem Saltine,grocery,5870079,unknown,Nabisco,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains high fructose corn syrup,397.25,,UW Housing and Food Services
1,2013,TOFU MED FIRM,grocery,TOF010,unknown,SUNR1,GOLDEN PHEASANT FOODS LLC,1,no,,no,,no,,na,,no,,396.64,NON GMO,UW Housing and Food Services
1,2013,Chex Mix 8.75z Traditional,grocery,5841169,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Partially Hydrogenated Oil (trans fats),396.34,,UW Housing and Food Services
1,2013,Vanilla Mini Cupcakes W/ Vanilla Frosting,baked,,unknown,,PCC Bakery,1,no,,no,,no,,na,,no,,396,"Would be useful to have vedor for this product, access to all ingredients and their proximity to UW",UW Housing and Food Services
1,2013,Monster Lo-Carb Energy 24/16oz Cans,beverages,,unknown,,EK Beverages,1,no,,no,,no,,na,,yes,Contains Acesulfame-Potassium,396,,UW Housing and Food Services
1,2013,Lemon Poppyseed muffin,baked,,unknown,,Flying Apron Bakery,1,no,,no,,no,,na,,no,,394.74,"Brown rice flour was eco-farmed, but this can't count for ecological",UW Housing and Food Services
1,2013,"BUN SLIDERS 2" BUNDLE SLCD NTF""UN SLIDERS 2" BU""N S",baked,62186,unknown,OVENF,FRANZ FAMILY BAKERIES,1,no,,no,,no,,na,,no,,392.24,,UW Housing and Food Services
1,2013,Chunky Mw Bowl Beef Veget,grocery,4220197,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),390.39,,UW Housing and Food Services
1,2013,Vegan Choc. Cake W/ Choc 8 Inch 2 Layer - Slice,baked,,unknown,,PCC Bakery,1,no,,no,,no,,na,,no,,390,"Would be useful to have vedor for this product, access to all ingredients and their proximity to UW",UW Housing and Food Services
1,2013,"MUSHROOM,MEDIUM",produce,016-02107,unknown,,Charlie's Produce,1,no,,no,,no,,na,,no,,389.4,,UW Housing and Food Services
1,2013,Luna Choc Dipped Coconut,grocery,910005,unknown,Luna,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),386.1,"70% organic, but not real",UW Housing and Food Services
1,2013,SCONE MIX & SHORTCAKE NTF,grocery,749-1150,unknown,CMI,CONTINENTAL MILLS INC,1,no,,no,,no,,na,,yes,Contains Partially Hydrogenated Oil (trans fats),385.8,,UW Housing and Food Services
1,2013,PEPPER GREEN MED. SUBWAY,produce,905125,unknown,,Food Services Inc. - Subway,1,no,,no,,no,,na,,no,,385.65,,UW Housing and Food Services
1,2013,Nantucket Pear Pomegranate 24/16oz Glass,beverages,,unknown,,EK Beverages,1,no,,no,,no,,na,,no,,382.5,,UW Housing and Food Services
